record_id,player_id,team_name,player_role,map_played,match_type,kills,assists,deaths,accuracy_percent,reaction_time_ms,fatigue_index,performance_score,win_probability,match_outcome,mvp_award,kda_ratio,kill_death_diff,is_mvp
2381,274,cyberx,igl,desert storm,qualifier,19.0,12.0,8.0,44.13,247.92,0.3,61.06,1.0,win,yes,3.875,11.0,1
2382,366,team alpha,entry fragger,desert storm,final,13.0,8.0,6.0,42.54,235.88,0.84,40.87,0.92,win,no,3.5,7.0,0
2383,214,team nova,igl,neon city,group stage,18.0,10.0,16.0,52.95,254.79,0.98,46.67,1.0,win,no,1.75,2.0,0
2384,365,phantom squad,entry fragger,skyline,qualifier,13.0,8.0,12.0,46.46,155.82,0.88,36.43,0.87,win,no,1.75,1.0,0
2385,276,phantom squad,support,neon city,playoff,16.0,10.0,5.0,47.92,186.67,0.79,53.06,0.91,win,no,5.2,11.0,0
2386,69,team alpha,sniper,neon city,playoff,10.0,5.0,9.0,54.08,234.41,0.79,35.14,1.0,win,no,1.6666666666666667,1.0,0
2387,157,phantom squad,igl,neon city,qualifier,14.0,7.0,8.0,41.46,253.76,0.07,47.03,0.95,win,no,2.625,6.0,0
2388,417,red vortex,entry fragger,desert storm,group stage,21.0,8.0,6.0,52.21,194.57,0.5,65.11,1.0,win,yes,4.833333333333333,15.0,1
2389,410,phantom squad,entry fragger,skyline,group stage,14.0,8.0,19.0,48.61,190.76,0.02,41.1,1.0,win,no,1.1578947368421053,-5.0,0
2390,58,red vortex,igl,desert storm,qualifier,14.0,5.0,8.0,43.38,200.32,0.91,37.59,0.78,win,no,2.375,6.0,0
2391,441,titan esports,igl,skyline,qualifier,21.0,9.0,13.0,46.74,272.76,0.39,57.47,1.0,win,no,2.3076923076923075,8.0,0
2392,403,titan esports,flex,neon city,semi-final,23.0,13.0,12.0,49.46,241.54,0.79,63.83,1.0,win,yes,3.0,11.0,1
2393,161,red vortex,igl,frozen base,qualifier,16.0,5.0,8.0,40.28,220.69,0.42,44.94,0.86,win,no,2.625,8.0,0
2394,297,team nova,entry fragger,neon city,final,19.0,8.0,4.0,42.97,199.46,0.36,59.88,1.0,win,no,6.75,15.0,0
2395,378,red vortex,sniper,frozen base,final,6.0,9.0,10.0,39.61,216.4,0.86,22.2,0.76,win,no,1.5,-4.0,0
2396,198,phantom squad,igl,desert storm,group stage,10.0,13.0,8.0,49.6,243.0,0.58,44.0,1.0,win,no,2.875,2.0,0
2397,166,phantom squad,igl,neon city,group stage,17.0,5.0,13.0,52.02,198.71,0.05,51.51,1.0,win,no,1.6923076923076923,4.0,0
2398,203,titan esports,flex,dust arena,final,16.0,9.0,9.0,46.76,198.59,0.3,52.38,1.0,win,no,2.7777777777777777,7.0,0
2399,413,phantom squad,flex,frozen base,group stage,15.0,6.0,12.0,45.46,296.07,0.97,37.03,0.87,win,no,1.75,3.0,0
2400,388,team nova,entry fragger,skyline,final,16.0,14.0,10.0,36.63,234.47,0.57,48.61,1.0,win,no,3.0,6.0,0
2401,3,titan esports,support,desert storm,playoff,15.0,11.0,8.0,34.04,260.93,0.53,44.72,0.83,win,no,3.25,7.0,0
2402,313,phantom squad,flex,desert storm,qualifier,22.0,6.0,10.0,58.96,194.49,0.64,63.08,1.0,win,yes,2.8,12.0,1
2403,172,team nova,entry fragger,skyline,playoff,12.0,9.0,16.0,56.18,164.25,0.11,43.99,1.0,win,no,1.3125,-4.0,0
2404,442,team nova,igl,frozen base,semi-final,9.0,5.0,7.0,33.74,218.6,0.77,25.17,0.85,win,no,2.0,2.0,0
2405,450,titan esports,entry fragger,desert storm,playoff,21.0,7.0,9.0,39.71,253.73,0.67,53.16,1.0,win,no,3.111111111111111,12.0,0
2406,2,phantom squad,flex,skyline,semi-final,15.0,9.0,9.0,40.31,205.6,0.21,48.05,0.79,win,no,2.6666666666666665,6.0,0
2407,173,red vortex,igl,desert storm,final,18.0,6.0,9.0,56.81,267.17,0.56,55.8,1.0,win,no,2.6666666666666665,9.0,0
2408,109,team nova,entry fragger,frozen base,final,14.0,6.0,9.0,48.76,206.28,0.54,43.98,0.98,win,no,2.2222222222222223,5.0,0
2409,348,phantom squad,sniper,frozen base,semi-final,20.0,11.0,3.0,49.96,193.95,0.95,63.48,1.0,win,yes,10.333333333333334,17.0,1
2410,244,titan esports,support,frozen base,group stage,19.0,6.0,11.0,55.36,187.0,0.63,54.38,1.0,win,no,2.272727272727273,8.0,0
2411,69,cyberx,igl,skyline,final,8.0,9.0,6.0,62.74,240.26,0.45,45.87,0.92,win,no,2.8333333333333335,2.0,0
2412,147,phantom squad,support,dust arena,semi-final,15.0,3.0,8.0,42.59,314.44,0.43,42.0,0.99,win,no,2.25,7.0,0
2413,266,cyberx,igl,dust arena,semi-final,17.0,8.0,11.0,61.4,228.64,0.85,53.2,0.94,win,no,2.272727272727273,6.0,0
2414,447,team alpha,flex,skyline,group stage,15.0,7.0,11.0,57.27,208.15,0.09,53.74,1.0,win,no,2.0,4.0,0
2415,353,team alpha,entry fragger,neon city,playoff,16.0,6.0,7.0,39.28,217.62,0.12,49.44,0.87,win,no,3.142857142857143,9.0,0
2416,235,titan esports,flex,desert storm,qualifier,9.0,6.0,13.0,40.75,208.47,0.76,23.77,0.63,win,no,1.1538461538461537,-4.0,0
2417,186,cyberx,support,dust arena,semi-final,21.0,7.0,10.0,40.79,251.87,0.64,52.99,1.0,win,no,2.8,11.0,0
2418,415,team nova,support,dust arena,qualifier,12.0,14.0,12.0,35.19,179.62,0.01,43.49,0.9,win,no,2.1666666666666665,0.0,0
2419,67,team nova,sniper,frozen base,semi-final,13.0,6.0,9.0,48.37,217.42,0.69,40.29,0.89,win,no,2.111111111111111,4.0,0
2420,371,red vortex,sniper,neon city,semi-final,16.0,1.0,10.0,42.3,228.11,0.62,37.95,0.81,win,no,1.7,6.0,0
2421,323,team nova,sniper,desert storm,semi-final,14.0,5.0,6.0,35.69,185.81,1.0,34.84,0.78,win,no,3.1666666666666665,8.0,0
2422,58,team alpha,igl,neon city,playoff,16.0,10.0,8.0,40.01,216.49,0.2,52.0,1.0,win,no,3.25,8.0,0
2423,241,red vortex,entry fragger,skyline,qualifier,18.0,6.0,11.0,44.8,218.47,0.85,44.9,0.88,win,no,2.1818181818181817,7.0,0
2424,211,team nova,entry fragger,dust arena,final,14.0,11.0,4.0,61.01,247.62,0.23,63.2,0.97,win,yes,6.25,10.0,1
2425,124,titan esports,flex,dust arena,final,5.0,7.0,8.0,46.08,252.93,0.28,29.24,0.72,win,no,1.5,-3.0,0
2426,100,team alpha,entry fragger,dust arena,semi-final,8.0,5.0,7.0,54.49,257.25,0.63,34.95,0.9,win,no,1.8571428571428572,1.0,0
2427,434,phantom squad,support,neon city,final,9.0,10.0,7.0,31.54,275.43,0.19,34.87,0.8,win,no,2.7142857142857144,2.0,0
2428,173,red vortex,igl,neon city,final,15.0,15.0,9.0,51.16,258.34,0.02,61.38,1.0,win,yes,3.3333333333333335,6.0,1
2429,188,red vortex,entry fragger,frozen base,group stage,22.0,10.0,10.0,39.6,183.1,0.27,61.1,1.0,win,yes,3.2,12.0,1
2430,317,phantom squad,flex,frozen base,semi-final,12.0,3.0,10.0,56.31,176.62,0.87,36.45,0.74,win,no,1.5,2.0,0
2431,470,team alpha,igl,skyline,semi-final,19.0,6.0,10.0,52.9,200.21,0.52,55.25,0.92,win,no,2.5,9.0,0
2432,62,red vortex,igl,neon city,playoff,19.0,7.0,8.0,51.81,218.91,0.6,56.91,1.0,win,no,3.25,11.0,0
2433,70,titan esports,entry fragger,dust arena,group stage,16.0,11.0,11.0,35.19,217.09,0.98,39.8,0.83,win,no,2.4545454545454546,5.0,0
2434,494,titan esports,entry fragger,neon city,group stage,8.0,9.0,9.0,32.01,210.7,0.55,26.5,0.81,win,no,1.8888888888888888,-1.0,0
2435,480,titan esports,sniper,dust arena,group stage,9.0,7.0,13.0,45.08,214.07,0.12,33.34,0.75,win,no,1.2307692307692308,-4.0,0
2436,375,titan esports,igl,desert storm,group stage,19.0,7.0,9.0,49.14,217.31,0.53,55.27,0.92,win,no,2.888888888888889,10.0,0
2437,268,team alpha,flex,neon city,group stage,13.0,7.0,13.0,48.52,197.95,0.81,36.16,0.88,win,no,1.5384615384615385,0.0,0
2438,361,team alpha,igl,dust arena,qualifier,15.0,11.0,8.0,50.07,157.84,0.45,53.53,1.0,win,no,3.25,7.0,0
2439,170,phantom squad,support,dust arena,group stage,20.0,9.0,10.0,43.68,178.91,0.12,59.64,0.99,win,no,2.9,10.0,0
2440,104,team nova,flex,dust arena,group stage,15.0,9.0,18.0,39.43,222.26,0.9,31.72,1.0,win,no,1.3333333333333333,-3.0,0
2441,7,team alpha,support,frozen base,qualifier,14.0,4.0,9.0,33.63,243.47,0.91,30.71,0.84,win,no,2.0,5.0,0
2442,130,titan esports,sniper,neon city,semi-final,12.0,7.0,7.0,56.06,199.16,0.28,49.23,1.0,win,no,2.7142857142857144,5.0,0
2443,124,cyberx,support,frozen base,qualifier,23.0,11.0,11.0,34.29,195.69,0.57,57.44,1.0,win,no,3.090909090909091,12.0,0
2444,32,team alpha,flex,frozen base,group stage,13.0,11.0,8.0,39.2,211.41,0.46,44.0,0.94,win,no,3.0,5.0,0
2445,475,phantom squad,sniper,desert storm,group stage,8.0,9.0,10.0,46.35,230.91,0.68,31.37,0.75,win,no,1.7,-2.0,0
2446,93,team nova,sniper,desert storm,qualifier,12.0,7.0,5.0,52.7,240.24,0.92,43.15,0.92,win,no,3.8,7.0,0
2447,309,cyberx,support,neon city,semi-final,19.0,6.0,8.0,40.52,180.24,0.94,46.86,0.99,win,no,3.125,11.0,0
2448,39,cyberx,entry fragger,neon city,playoff,12.0,6.0,17.0,35.66,225.06,0.45,26.33,0.62,win,no,1.0588235294117647,-5.0,0
2449,113,phantom squad,entry fragger,frozen base,final,19.0,10.0,6.0,56.99,233.03,0.87,61.8,1.0,win,yes,4.833333333333333,13.0,1
2450,111,titan esports,igl,skyline,playoff,13.0,12.0,13.0,39.52,247.06,0.76,37.16,0.87,win,no,1.9230769230769231,0.0,0
2451,450,team nova,flex,skyline,qualifier,14.0,8.0,14.0,39.51,185.93,0.63,35.45,0.81,win,no,1.5714285714285714,0.0,0
2452,307,team nova,support,frozen base,playoff,17.0,9.0,17.0,46.73,198.65,0.24,46.96,0.85,win,no,1.5294117647058822,0.0,0
2453,67,titan esports,entry fragger,skyline,group stage,15.0,8.0,16.0,56.19,228.48,0.64,43.7,0.87,win,no,1.4375,-1.0,0
2454,474,titan esports,flex,desert storm,playoff,7.0,5.0,14.0,39.24,226.47,0.15,23.12,0.73,win,no,0.8571428571428571,-7.0,0
2455,73,phantom squad,sniper,desert storm,semi-final,16.0,12.0,7.0,42.29,206.33,0.08,57.34,0.97,win,no,4.0,9.0,0
2456,27,team nova,sniper,dust arena,final,18.0,8.0,8.0,45.54,209.48,0.16,57.17,1.0,win,no,3.25,10.0,0
2457,359,red vortex,support,skyline,semi-final,10.0,7.0,7.0,35.73,191.72,0.02,37.66,0.9,win,no,2.4285714285714284,3.0,0
2458,197,red vortex,entry fragger,dust arena,semi-final,12.0,8.0,13.0,47.74,221.27,0.37,39.17,0.85,win,no,1.5384615384615385,-1.0,0
2459,462,team alpha,igl,desert storm,semi-final,14.0,4.0,10.0,48.15,168.61,0.52,40.88,1.0,win,no,1.8,4.0,0
2460,414,phantom squad,sniper,neon city,playoff,24.0,9.0,14.0,34.61,261.07,0.08,59.51,0.97,win,no,2.357142857142857,10.0,0
2461,420,titan esports,flex,desert storm,playoff,12.0,7.0,11.0,50.06,173.97,0.52,39.83,0.82,win,no,1.7272727272727273,1.0,0
2462,348,phantom squad,igl,frozen base,semi-final,12.0,10.0,6.0,44.07,258.59,0.81,41.93,0.85,win,no,3.6666666666666665,6.0,0
2463,192,team alpha,flex,desert storm,semi-final,14.0,9.0,8.0,59.6,188.74,0.92,49.6,1.0,win,no,2.875,6.0,0
2464,229,red vortex,igl,dust arena,playoff,10.0,10.0,13.0,47.73,239.22,0.51,35.76,0.79,win,no,1.5384615384615385,-3.0,0
2465,96,phantom squad,support,frozen base,group stage,12.0,10.0,13.0,48.93,257.23,0.29,42.57,0.82,win,no,1.6923076923076923,-1.0,0
2466,192,team nova,flex,desert storm,playoff,12.0,8.0,6.0,40.85,261.6,0.46,41.82,0.86,win,no,3.3333333333333335,6.0,0
2467,226,phantom squad,flex,desert storm,qualifier,8.0,9.0,11.0,58.58,221.78,0.5,38.29,0.89,win,no,1.5454545454545454,-3.0,0
2468,417,red vortex,sniper,desert storm,playoff,15.0,10.0,7.0,38.8,247.79,0.1,51.4,0.96,win,no,3.5714285714285716,8.0,0
2469,424,phantom squad,flex,frozen base,playoff,21.0,8.0,13.0,40.1,193.69,0.51,51.95,1.0,win,no,2.230769230769231,8.0,0
2470,8,phantom squad,flex,skyline,semi-final,4.0,7.0,6.0,42.24,210.29,0.49,25.22,0.67,win,no,1.8333333333333333,-2.0,0
2471,369,titan esports,entry fragger,desert storm,qualifier,14.0,10.0,15.0,50.69,247.4,0.27,45.64,0.95,win,no,1.6,-1.0,0
2472,60,titan esports,support,skyline,group stage,13.0,11.0,9.0,45.67,223.21,0.13,49.54,1.0,win,no,2.6666666666666665,4.0,0
2473,254,team nova,sniper,desert storm,playoff,15.0,10.0,12.0,49.33,204.46,0.49,47.77,0.86,win,no,2.0833333333333335,3.0,0
2474,296,cyberx,support,skyline,group stage,11.0,8.0,12.0,46.81,226.47,0.18,39.61,0.82,win,no,1.5833333333333333,-1.0,0
2475,202,team alpha,sniper,frozen base,group stage,13.0,9.0,9.0,48.41,212.67,0.39,46.3,0.89,win,no,2.4444444444444446,4.0,0
2476,54,team nova,igl,frozen base,playoff,17.0,8.0,11.0,48.44,201.54,0.12,54.02,1.0,win,no,2.272727272727273,6.0,0
2477,264,red vortex,support,dust arena,group stage,18.0,9.0,12.0,31.16,199.91,0.32,45.38,1.0,win,no,2.25,6.0,0
2478,255,team nova,entry fragger,frozen base,final,18.0,10.0,13.0,52.4,217.96,0.51,54.1,1.0,win,no,2.1538461538461537,5.0,0
2479,472,titan esports,flex,dust arena,qualifier,11.0,3.0,7.0,52.28,238.47,0.62,37.94,0.71,win,no,2.0,4.0,0
2480,130,phantom squad,igl,desert storm,playoff,17.0,10.0,7.0,58.02,230.79,0.22,63.81,1.0,win,yes,3.857142857142857,10.0,1
2481,378,red vortex,sniper,frozen base,final,14.0,5.0,9.0,30.79,227.67,0.87,30.69,0.73,win,no,2.111111111111111,5.0,0
2482,144,phantom squad,sniper,neon city,group stage,9.0,10.0,5.0,55.51,263.99,0.49,45.85,0.87,win,no,3.8,4.0,0
2483,58,phantom squad,entry fragger,desert storm,group stage,18.0,12.0,10.0,40.11,193.38,0.85,49.55,1.0,win,no,3.0,8.0,0
2484,128,titan esports,flex,neon city,playoff,12.0,11.0,14.0,44.24,220.9,0.03,42.82,0.96,win,no,1.6428571428571428,-2.0,0
2485,89,phantom squad,entry fragger,dust arena,final,15.0,7.0,11.0,49.57,232.47,0.66,44.18,0.94,win,no,2.0,4.0,0
2486,385,red vortex,sniper,dust arena,playoff,14.0,6.0,10.0,36.44,208.19,0.69,35.32,0.82,win,no,2.0,4.0,0
2487,255,team alpha,igl,frozen base,playoff,12.0,7.0,12.0,62.72,234.91,0.73,43.06,0.91,win,no,1.5833333333333333,0.0,0
2488,2,phantom squad,entry fragger,skyline,playoff,25.0,6.0,11.0,42.95,242.44,0.03,66.17,1.0,win,yes,2.8181818181818183,14.0,1
2489,335,titan esports,flex,frozen base,semi-final,12.0,9.0,9.0,37.14,224.54,0.93,33.27,0.91,win,no,2.3333333333333335,3.0,0
2490,360,team alpha,entry fragger,desert storm,group stage,19.0,6.0,10.0,45.73,211.15,0.32,53.66,0.96,win,no,2.5,9.0,0
2491,95,red vortex,sniper,skyline,qualifier,19.0,11.0,16.0,42.38,235.74,0.08,53.39,1.0,win,no,1.875,3.0,0
2492,30,team nova,support,neon city,playoff,16.0,7.0,9.0,48.8,214.23,0.08,53.6,1.0,win,no,2.5555555555555554,7.0,0
2493,232,phantom squad,igl,desert storm,playoff,15.0,7.0,11.0,37.95,212.94,0.97,35.28,0.9,win,no,2.0,4.0,0
2494,139,phantom squad,sniper,desert storm,group stage,9.0,6.0,5.0,36.21,205.15,0.87,28.41,0.76,win,no,3.0,4.0,0
2495,187,titan esports,support,neon city,semi-final,8.0,3.0,11.0,51.08,286.31,0.17,31.84,0.77,win,no,1.0,-3.0,0
2496,66,red vortex,entry fragger,dust arena,semi-final,16.0,12.0,10.0,52.4,233.07,0.9,51.2,0.99,win,no,2.8,6.0,0
2497,119,cyberx,entry fragger,dust arena,semi-final,19.0,8.0,6.0,42.73,240.12,0.99,51.46,1.0,win,no,4.5,13.0,0
2498,372,cyberx,support,dust arena,playoff,12.0,11.0,10.0,40.02,198.18,0.57,39.31,1.0,win,no,2.3,2.0,0
2499,439,team nova,igl,skyline,qualifier,6.0,7.0,7.0,51.8,225.67,0.15,36.4,0.91,win,no,1.8571428571428572,-1.0,0
2500,256,team nova,sniper,desert storm,group stage,20.0,8.0,11.0,57.34,170.37,0.96,56.07,1.0,win,no,2.5454545454545454,9.0,0
2501,477,team nova,sniper,desert storm,final,24.0,9.0,7.0,42.02,208.54,0.01,70.91,1.0,win,yes,4.714285714285714,17.0,1
2502,15,red vortex,support,desert storm,playoff,19.0,6.0,5.0,50.05,261.65,0.19,62.13,1.0,win,yes,5.0,14.0,1
2503,422,team nova,sniper,skyline,final,20.0,7.0,12.0,45.65,199.67,0.29,54.93,1.0,win,no,2.25,8.0,0
2504,498,phantom squad,igl,dust arena,final,18.0,6.0,9.0,52.75,240.82,0.77,51.67,0.98,win,no,2.6666666666666665,9.0,0
2505,159,team alpha,igl,dust arena,semi-final,16.0,15.0,9.0,41.64,198.83,0.95,49.32,0.87,win,no,3.4444444444444446,7.0,0
2506,353,cyberx,sniper,dust arena,group stage,18.0,8.0,14.0,53.93,227.64,0.62,50.77,1.0,win,no,1.8571428571428572,4.0,0
2507,500,titan esports,support,skyline,final,19.0,10.0,15.0,28.69,246.64,0.4,43.34,0.77,win,no,1.9333333333333333,4.0,0
2508,370,cyberx,flex,dust arena,group stage,14.0,18.0,7.0,49.76,226.42,0.34,60.48,1.0,win,yes,4.571428571428571,7.0,1
2509,368,titan esports,igl,dust arena,semi-final,15.0,11.0,6.0,36.31,227.82,0.78,45.36,0.78,win,no,4.333333333333333,9.0,0
2510,314,titan esports,entry fragger,desert storm,group stage,24.0,15.0,12.0,37.58,219.44,1.0,59.79,1.0,win,no,3.25,12.0,0
2511,106,team alpha,igl,neon city,semi-final,16.0,6.0,7.0,58.74,191.01,0.17,58.67,1.0,win,no,3.142857142857143,9.0,0
2512,280,team alpha,igl,dust arena,playoff,12.0,7.0,6.0,37.58,231.3,0.43,39.49,0.75,win,no,3.1666666666666665,6.0,0
2513,298,team nova,flex,dust arena,qualifier,13.0,8.0,14.0,56.54,221.22,0.76,40.67,0.78,win,no,1.5,-1.0,0
2514,480,phantom squad,flex,dust arena,group stage,14.0,6.0,11.0,35.63,211.87,0.72,33.61,0.63,win,no,1.8181818181818181,3.0,0
2515,172,red vortex,sniper,desert storm,final,12.0,7.0,7.0,47.14,246.85,0.06,46.97,0.94,win,no,2.7142857142857144,5.0,0
2516,420,phantom squad,sniper,desert storm,qualifier,14.0,6.0,11.0,39.35,269.83,0.81,34.57,0.99,win,no,1.8181818181818181,3.0,0
2517,97,team alpha,sniper,dust arena,group stage,12.0,13.0,11.0,43.37,201.4,0.19,45.79,1.0,win,no,2.272727272727273,1.0,0
2518,311,team alpha,entry fragger,dust arena,group stage,25.0,8.0,12.0,36.52,193.0,0.59,58.36,1.0,win,no,2.75,13.0,0
2519,85,phantom squad,flex,dust arena,semi-final,17.0,5.0,5.0,38.61,271.14,0.28,50.51,1.0,win,no,4.4,12.0,0
2520,466,cyberx,igl,skyline,final,12.0,8.0,9.0,50.51,201.31,0.74,40.85,0.85,win,no,2.2222222222222223,3.0,0
2521,215,cyberx,igl,desert storm,group stage,24.0,7.0,8.0,42.38,233.15,0.73,60.89,1.0,win,yes,3.875,16.0,1
2522,113,red vortex,sniper,frozen base,final,11.0,12.0,6.0,43.6,187.68,0.17,48.1,1.0,win,no,3.8333333333333335,5.0,0
2523,431,phantom squad,support,frozen base,final,21.0,9.0,16.0,53.07,241.53,0.83,53.23,1.0,win,no,1.875,5.0,0
2524,323,phantom squad,flex,desert storm,final,15.0,9.0,9.0,34.99,199.77,0.91,38.4,0.77,win,no,2.6666666666666665,6.0,0
2525,401,team alpha,igl,dust arena,qualifier,15.0,9.0,9.0,43.22,223.84,0.94,42.21,1.0,win,no,2.6666666666666665,6.0,0
2526,162,team alpha,entry fragger,frozen base,semi-final,7.0,4.0,8.0,39.74,212.89,0.07,29.17,0.82,win,no,1.375,-1.0,0
2527,194,titan esports,igl,dust arena,semi-final,8.0,4.0,7.0,46.1,215.0,0.2,34.05,0.82,win,no,1.7142857142857142,1.0,0
2528,92,red vortex,support,neon city,final,15.0,4.0,12.0,58.01,231.02,0.01,50.9,0.99,win,no,1.5833333333333333,3.0,0
2529,11,phantom squad,igl,skyline,group stage,10.0,4.0,9.0,55.29,226.51,0.9,33.64,0.66,win,no,1.5555555555555556,1.0,0
2530,135,phantom squad,support,dust arena,qualifier,9.0,8.0,11.0,48.25,244.6,0.63,32.83,0.92,win,no,1.5454545454545454,-2.0,0
2531,132,team nova,support,dust arena,playoff,15.0,9.0,6.0,36.72,187.15,0.33,48.06,0.87,win,no,4.0,9.0,0
2532,124,phantom squad,igl,dust arena,qualifier,12.0,7.0,7.0,52.4,212.05,0.39,46.3,0.87,win,no,2.7142857142857144,5.0,0
2533,165,red vortex,support,desert storm,group stage,19.0,6.0,13.0,56.91,265.81,0.0,59.45,1.0,win,no,1.9230769230769231,6.0,0
2534,315,phantom squad,entry fragger,desert storm,playoff,11.0,3.0,15.0,40.44,249.55,0.28,27.42,0.84,win,no,0.9333333333333333,-4.0,0
2535,57,cyberx,support,frozen base,qualifier,13.0,10.0,7.0,37.13,196.97,0.62,41.36,0.92,win,no,3.2857142857142856,6.0,0
2536,83,phantom squad,support,neon city,playoff,14.0,6.0,11.0,38.56,182.67,0.58,36.48,0.83,win,no,1.8181818181818181,3.0,0
2537,499,team alpha,flex,dust arena,playoff,26.0,6.0,17.0,42.25,204.74,0.08,61.33,1.0,win,yes,1.8823529411764706,9.0,1
2538,475,team alpha,sniper,desert storm,playoff,12.0,6.0,11.0,53.77,259.64,0.52,40.69,0.89,win,no,1.6363636363636365,1.0,0
2539,75,phantom squad,flex,desert storm,playoff,15.0,8.0,8.0,20.46,200.34,0.16,38.63,0.89,win,no,2.875,7.0,0
2540,366,phantom squad,flex,dust arena,qualifier,14.0,6.0,7.0,42.32,186.0,0.24,45.76,1.0,win,no,2.857142857142857,7.0,0
2541,311,titan esports,igl,neon city,semi-final,19.0,8.0,9.0,58.49,138.55,0.99,56.35,1.0,win,no,3.0,10.0,0
2542,273,cyberx,entry fragger,skyline,playoff,16.0,12.0,8.0,50.84,190.62,0.4,57.42,1.0,win,no,3.5,8.0,0
2543,238,titan esports,entry fragger,frozen base,qualifier,12.0,4.0,8.0,59.16,261.89,0.9,40.58,0.95,win,no,2.0,4.0,0
2544,227,phantom squad,igl,neon city,qualifier,20.0,10.0,14.0,47.49,205.48,0.93,50.45,1.0,win,no,2.142857142857143,6.0,0
2545,34,titan esports,support,frozen base,semi-final,11.0,6.0,8.0,47.62,222.06,0.17,42.11,1.0,win,no,2.125,3.0,0
2546,334,team alpha,flex,neon city,group stage,11.0,11.0,13.0,31.05,197.35,0.13,34.23,0.8,win,no,1.6923076923076923,-2.0,0
2547,38,team alpha,support,neon city,qualifier,12.0,6.0,9.0,45.47,243.88,0.5,38.73,0.86,win,no,2.0,3.0,0
2548,41,team alpha,igl,frozen base,semi-final,22.0,11.0,12.0,33.4,209.58,0.8,51.7,1.0,win,no,2.75,10.0,0
2549,39,phantom squad,flex,skyline,qualifier,10.0,6.0,5.0,50.66,227.52,0.83,38.03,0.88,win,no,3.2,5.0,0
2550,167,titan esports,support,desert storm,semi-final,25.0,4.0,12.0,47.32,228.29,0.66,59.06,1.0,win,no,2.4166666666666665,13.0,0
2551,96,red vortex,sniper,neon city,qualifier,15.0,6.0,11.0,48.12,183.37,0.73,41.76,0.81,win,no,1.9090909090909092,4.0,0
2552,448,red vortex,flex,neon city,final,13.0,4.0,10.0,41.52,282.1,0.16,39.16,0.82,win,no,1.7,3.0,0
2553,127,red vortex,entry fragger,frozen base,group stage,7.0,7.0,14.0,57.73,251.62,0.4,31.86,0.84,win,no,1.0,-7.0,0
2554,292,team alpha,support,desert storm,final,16.0,10.0,8.0,55.44,211.49,0.06,61.12,1.0,win,yes,3.25,8.0,1
2555,188,red vortex,igl,frozen base,final,13.0,8.0,13.0,43.76,220.25,0.44,38.48,0.87,win,no,1.6153846153846154,0.0,0
2556,405,red vortex,sniper,dust arena,playoff,13.0,8.0,9.0,35.35,225.82,0.9,33.67,0.88,win,no,2.3333333333333335,4.0,0
2557,67,titan esports,flex,desert storm,semi-final,12.0,6.0,10.0,37.52,246.1,0.39,34.86,0.9,win,no,1.8,2.0,0
2558,218,team nova,entry fragger,dust arena,final,15.0,10.0,13.0,47.26,155.42,0.57,44.93,1.0,win,no,1.9230769230769231,2.0,0
2559,323,cyberx,flex,frozen base,qualifier,17.0,5.0,8.0,47.34,252.36,0.48,49.87,0.97,win,no,2.75,9.0,0
2560,323,team alpha,entry fragger,frozen base,group stage,15.0,8.0,12.0,41.59,219.39,0.62,40.59,1.0,win,no,1.9166666666666667,3.0,0
2561,278,team nova,igl,neon city,group stage,14.0,8.0,8.0,46.04,250.59,0.85,42.52,0.93,win,no,2.75,6.0,0
2562,341,team alpha,sniper,frozen base,semi-final,9.0,3.0,5.0,47.5,230.41,0.08,38.95,0.73,win,no,2.4,4.0,0
2563,305,phantom squad,entry fragger,neon city,playoff,16.0,12.0,6.0,59.5,190.82,0.99,57.85,0.99,win,no,4.666666666666667,10.0,0
2564,235,team alpha,entry fragger,dust arena,final,20.0,9.0,8.0,45.98,221.32,0.46,59.39,1.0,win,no,3.625,12.0,0
2565,463,phantom squad,sniper,frozen base,playoff,17.0,8.0,6.0,48.77,162.43,0.65,53.89,1.0,win,no,4.166666666666667,11.0,0
2566,282,phantom squad,flex,dust arena,final,15.0,7.0,9.0,22.94,202.39,0.67,32.77,0.96,win,no,2.4444444444444446,6.0,0
2567,474,phantom squad,flex,skyline,playoff,17.0,4.0,7.0,37.69,182.09,0.92,40.64,0.91,win,no,3.0,10.0,0
2568,312,titan esports,support,neon city,group stage,13.0,6.0,12.0,41.37,174.2,0.15,39.19,0.74,win,no,1.5833333333333333,1.0,0
2569,267,team nova,sniper,dust arena,semi-final,18.0,2.0,9.0,52.73,267.04,0.64,48.96,0.93,win,no,2.2222222222222223,9.0,0
2570,179,titan esports,igl,dust arena,playoff,17.0,8.0,10.0,51.96,166.46,0.0,57.98,1.0,win,no,2.5,7.0,0
2571,479,cyberx,entry fragger,neon city,semi-final,13.0,7.0,14.0,28.91,224.06,0.36,29.85,0.86,win,no,1.4285714285714286,-1.0,0
2572,258,red vortex,igl,frozen base,semi-final,11.0,3.0,10.0,43.21,161.13,0.67,29.91,0.92,win,no,1.4,1.0,0
2573,362,cyberx,sniper,desert storm,final,17.0,9.0,12.0,36.76,202.06,0.31,46.28,0.99,win,no,2.1666666666666665,5.0,0
2574,309,cyberx,support,dust arena,qualifier,9.0,6.0,5.0,54.74,238.3,0.69,39.47,0.99,win,no,3.0,4.0,0
